label,kind,variant,variant_id,canonical,canonical_id,variant_in,canonical_in,ratio
,"meaning:[0.20,0.30)","Robin Schulz, Felix Jaehn",4f130f03-86bd-525a-9813-c9315f04f48b,Robin Schulz & Felix Jaehn,3519ad8d-0d0c-5540-a8d1-d7dd362a66ad,119,450,0.264
,"meaning:[0.20,0.30)",Golden Big Wheeler,e226a7c5-b5b8-519f-b2b1-476f3307ac21,"Golden ""Big"" Wheeler",fe3e6e9c-89a5-592b-a4e8-5618fd3b20c8,61,212,0.288
,"meaning:[0.20,0.30)","Pezet, Onar, Płomień 81; Gedz",e41de193-f546-5e4d-b4e6-8ea56c80c6a5,"Pezet, Onar, Płomień 81, Gedz",f8cf8ad4-027a-5e85-82b6-63dad1d18304,1,4,0.250
,"meaning:[0.20,0.30)",Francisco Sánchez,b39e3724-1770-4339-a183-1d125ad000d5,Francisco Sanchez,95bc9fc0-5ee9-47fe-b8ad-60cadaf437f1,29,143,0.203
,"meaning:[0.20,0.30)",Joe Jonas; Kevin Jonas; Nick Jonas,e8d96a97-a61f-51a0-b7c7-86b75b82c0a5,"Joe Jonas, Kevin Jonas & Nick Jonas",2d945816-7a40-5d83-8455-909f656e19b0,62,255,0.243
,"meaning:[0.20,0.30)","Mario Luciano, Lauren Santi",c7c386c7-15ca-5bf0-b977-9335b1050faf,Mario Luciano & Lauren Santi,c97d2e8a-7c47-557e-850c-9d4fc344e001,2,7,0.286
,"meaning:[0.20,0.30)",B2ST/ Beast,fffb5542-6c4b-57cf-abea-386d18dd5071,B2ST / Beast,3bb31c24-09f3-58b8-82fe-776a4e6f7e20,5,19,0.263
,"meaning:[0.20,0.30)","Major Conspiracy, The Dope Doctor, EZG",619fec43-b77f-5215-90d9-e98842247d76,"Major Conspiracy, The Dope Doctor & EZG",fbe5c44f-a4bd-5d08-b09d-e12b28248f41,2,10,0.200
,"meaning:[0.20,0.30)",Hurraco´s Massacre,76e7784e-e33e-55c0-970c-39ab986c46b8,Hurraco's Massacre,60298f78-14bf-4892-b4cc-1db7587c9da8,28,127,0.220
,"meaning:[0.20,0.30)",Garou et Helene Segara,5fc17e1a-44f0-5bf9-9413-24d8d4d515a1,Garou et Hélène Segara,7e507a6a-97fb-5494-86f3-9cd8668f86f6,1,5,0.200
,"meaning:[0.20,0.30)",Blacks&,73c8e82c-727d-41eb-bb51-2076619d8ae2,Blacks,3ad620e6-b11b-49df-987b-abff38d58260,279,1059,0.263
,"meaning:[0.20,0.30)","Skrillex, PinkPantheress, & Trippie Redd",dfed671d-02e8-58d7-8c16-653dacb68ade,"Skrillex, PinkPantheress, Trippie Redd",89cf988c-803b-51f6-840d-84b69b61d56d,74,297,0.249
,"meaning:[0.20,0.30)","Bruno Coulais, The Children's Choir Of Nice",78f76570-9f2f-5d5d-964c-e329b617a443,Bruno Coulais & The Children's Choir Of Nice,2602b2fd-332c-531e-9f3d-abf09be2b1cb,202,693,0.291
,"meaning:[0.20,0.30)",Hands of Mt. Michele,71cce55a-d102-5424-80ad-9307e1691c58,HANDS OF MT.MICHELE,c1e4c62e-7adf-52bd-b376-dd6f0a67fc35,10,42,0.238
,"meaning:[0.20,0.30)","VOILÀ, Chrissy Costanza",862c4f5d-8389-52b6-85f5-f64d7fd17d98,Voilà & Chrissy Costanza,cb15fc15-8dd5-5305-b9a1-8e6593aa3b9d,9,33,0.273
,"meaning:[0.20,0.30)","STAN, ALEXANDRA&CAHILL",52bd45c5-cfcb-57f5-9257-6741c919400f,"STAN, ALEXANDRA/CAHILL",7cb772e8-5a41-55a9-bd63-6cc038cb4381,91,423,0.215
,"meaning:[0.20,0.30)",立花響×風鳴翼×雪音クリス (CV:悠木碧×水樹奈々×高垣彩陽),4aa998ee-f7af-5f5d-8f38-7718e3e43fd2,立花響×風鳴翼×雪音クリス(CV:悠木碧×水樹奈々×高垣彩陽),e2dc51ac-aac8-5f88-99c8-c900e430e739,37,157,0.236
,"meaning:[0.20,0.30)",Shreya Ghoshal & Tochi Raina,15ef8493-9c2a-5146-ad3f-b6ac8f6e7c92,"Shreya Ghoshal, Tochi Raina",73ddb45e-e0a4-589e-b1d8-70f276a372cd,392,1553,0.252
,"meaning:[0.20,0.30)","Disco Lines, Justin Jay",894ea078-127e-50ee-be4e-c1ea8398df84,Disco Lines & Justin Jay,82ed9fd8-d0c0-54ee-be6b-415832cc4826,3,12,0.250
,"meaning:[0.20,0.30)",Coldplay & The Chainsmokers,4e36579b-300d-58c5-9028-be46da4c7686,"Coldplay, The Chainsmokers",ad7b6940-9472-5cb8-9a34-36e04e4a9835,385,1565,0.246
,"meaning:[0.20,0.30)",Low & Low,c77a7fc8-d198-48b2-9001-ad2e3f483951,Low Low,49d29681-87a7-4e84-8a6f-c3304bdf80fc,18,75,0.240
,"meaning:[0.20,0.30)",ONIMXRU & merunes,696a2b2e-b81f-590b-8e13-0e71b47e0f16,"ONIMXRU, merunes",24ca62f9-e91b-5338-b02a-f6ccb869a6d1,102,404,0.252
,"meaning:[0.20,0.30)","Cliff Edwards, Disney Studio Chorus",b5de46cb-7b61-57fa-971e-e524e85a0ca2,Cliff Edwards & Disney Studio Chorus,9efd29d4-bf14-58ed-b3ee-7a16eadd09d4,429,1615,0.266
,"meaning:[0.20,0.30)",Zina Rao Feat. Chillwalker,2cf12233-21bb-55fd-b170-7f9c115785a4,Zina Rao Feat.Chillwalker,5aeda6b9-073e-534d-bdca-f5fb3bc700dc,9,44,0.205
,"meaning:[0.20,0.30)",Diana Ross  Marvin Gaye,7b76e4c9-ec85-5ff3-bf66-9b72a6651936,Diana Ross & Marvin Gaye,e7aa354a-666b-5641-bc95-3d6fe4f5529d,49,169,0.290
,"meaning:[0.20,0.30)","Polimá Westcoast, Nio Garcia",d25cc550-0baf-5217-8d87-9324ddaad9e4,Polimá Westcoast & Nio García,a9ccd01e-7b27-583e-8aad-b2ced95a8565,29,97,0.299
,"meaning:[0.20,0.30)","Jorge Drexler, Jeff Eckels, Carina Voly, John Vriesacker, Ana Laan, Leo Sidran, Ben Sidran",04878c15-68fb-577b-8142-ab1223ea6240,"Jorge Drexler, Jeff Eckels, Carina Voly, John Vriesacker, Ana Laan, Leo Sidran & Ben Sidran",9e08f401-3874-5b16-bdad-959573938969,4,17,0.235
,"meaning:[0.20,0.30)","Danny Brown, NNAMDÏ",39dceb76-1a7b-57f3-8d34-29ca098e1da6,Danny Brown & Nnamdi,50bb5668-0e04-5683-b7d6-5f65c139e129,5,18,0.278
,"meaning:[0.20,0.30)",Jim`s Big Ego,6aff4f79-3211-5864-b791-353325d8f34d,Jim's Big Ego,b30cfae0-d63c-53f4-9ff5-f5e692dfad48,35,130,0.269
,"meaning:[0.20,0.30)",Omnya & Coldax,a91ee79e-e2fa-5d4c-ab1d-c534fe71eaa5,"Omnya, Coldax",0db7ecf0-88fc-5115-90ec-ff92c156bcca,6,21,0.286
,"meaning:[0.20,0.30)",Juice WRLD & Lil Tracy,526252c9-03b9-5417-874b-324c45f8d42c,"Juice WRLD, Lil Tracy",04afbf59-01fb-520d-9491-be28457296ed,98,473,0.207
,"meaning:[0.20,0.30)",22. A Path Chosen,cf05bf61-a3e9-5a08-83f8-fbaddb22b35f,22 A Path Chosen,81c2d4e7-8cbc-5833-886d-890813a2f141,1,5,0.200
,"meaning:[0.30,0.50)",Yolanda Be Cool feat. D-Cup,f058e7a4-45f7-52c6-abba-bb07db9eb48e,Yolanda Be Cool feat D Cup,46edc086-9824-5633-ad63-2c2fc433dc61,4,9,0.444
,"meaning:[0.30,0.50)","Sebastian Yatra, ELENA ROSE",56b26d43-6107-5d2f-aa75-13e8e396fcf0,Sebastián Yatra & Elena Rose,f4388dc8-c8d1-5d39-9de1-0fc25bee1156,72,190,0.379
,"meaning:[0.30,0.50)","Lofi Soundscapes, Lo-Fi Beats & LoFi Hip Hop",bd465d4b-8a3a-5d34-858b-28929a4752b5,"Lofi Soundscapes, Lo-Fi Beats, Lofi Hip Hop",1af66e8e-481f-5718-9e1d-fe872d78e796,30,89,0.337
,"meaning:[0.30,0.50)",Error!,86b222a5-3dbc-5691-a426-d92b1a3926d5,「 error 」,926918ca-006a-4fba-837e-bc3f5191f366,217,552,0.393
,"meaning:[0.30,0.50)",Društvo Prisječavalaca Boljih Dana,5adb57dc-474e-402a-818b-07b42fd02633,Drustvo Prisjecavalaca Boljih Dana,c753d7c0-6011-56ee-aa0c-ce88399d2322,45,122,0.369
,"meaning:[0.30,0.50)","NOTD, Felix Jaehn, Georgia Ku, Captain Cuts",367d7e46-fb38-5159-aeb4-47b2ba7dcee7,NOTD/FELIX JAEHN/GEORGIA KU/CAPTAIN CUTS,c5cd2d7d-e34f-5e2b-828d-3cbf674330c9,12,34,0.353
,"meaning:[0.30,0.50)","Tedashii, Sam Rivera",cf549a5b-1b37-5e96-b6ad-719a603e5ed9,Tedashii & Sam Rivera,f36a0fbf-af42-540f-9bd8-8b2624a6a8ab,3,10,0.300
,"meaning:[0.30,0.50)",Virginia Rodrigues,9bd934ad-34c4-4ca4-a330-98cddb5cdd17,Virgínia Rodrigues,81cafa8d-09bd-4bfb-9d67-6f5224448791,595,1840,0.323
,"meaning:[0.30,0.50)",Tusuri,ef92e847-77ab-5d63-bdb8-f9608afe98e6,Tüsüri,dd9edc2e-3e5b-43ed-9bff-9238297f51fd,8,22,0.364
,"meaning:[0.30,0.50)",ヒプノシスマイク -D.R.B- Rhyme Anima (MAD TRIGGER CREW),af758fad-b0a8-57c7-8f6a-54f6ab5fc758,ヒプノシスマイク -D.R.B- Rhyme Anima(MAD TRIGGER CREW),ca92a919-d26e-5781-9dff-790b810d5939,447,945,0.473
,"meaning:[0.30,0.50)",TAEYONG & Wonstein,69688618-0eb7-50ce-9951-f5a9319bf5a8,"TAEYONG, Wonstein",a8633503-1ead-5f98-8c0e-490e9e3c186c,102,330,0.309
,"meaning:[0.30,0.50)","Jay-Z, Dr. Dre & Rakim",5c0eb1d4-0fd5-5741-91ec-1e8e78ac89a7,"Jay-Z, Dr. Dre, Rakim",78e32390-e4e2-5281-a74a-52dc4e75bcdb,16,43,0.372
,"meaning:[0.30,0.50)",The Script / Will I Am,9fd66744-4ced-5eb3-9d6e-76f78b9ce15b,The Script & Will.I.Am,2e2db709-1897-58f1-8d66-c59ce871acae,235,477,0.493
,"meaning:[0.30,0.50)",Brainkicker Vs Bass Modulators,cca29c35-671c-57c0-9f8b-1bbc0a4b31da,Brainkicker vs. Bass Modulators,94b712c2-1325-5718-b23b-3874e7af7653,43,105,0.410
,"meaning:[0.30,0.50)","Yung Craka, Shotgun Willy",8c753e85-339c-582b-96b8-d60a9c73af16,Yung Craka & Shotgun Willy,f9e36a1a-b8e5-50d1-b9a9-96508f45f322,35,111,0.315
,"meaning:[0.30,0.50)",Tiesto feat. Cary Brothers,2db7f09e-d620-52b4-b663-d01a7399f476,Tiësto feat. Cary Brothers,3f5577bf-639a-5ab6-ad6c-c510b0aff790,100,314,0.318
,"meaning:[0.30,0.50)","Wretch 32, Teni",0e8c8906-d572-594b-97a4-0713ad07f95b,Wretch 32 & Teni,31099c47-28fa-5703-b42d-0241c9ad5527,13,37,0.351
,"meaning:[0.30,0.50)","Patrick Page, Michael Arden, Ciara Renée & 'The Hunchback of Notre Dame' Ensemble",b0b7861d-632c-5737-8624-3b921233ad2b,"Patrick Page, Michael Arden, Ciara Renée, 'The Hunchback of Notre Dame' Ensemble",ed24e5b6-1114-53d8-8fbc-da6ff4475b7f,27,83,0.325
,"meaning:[0.30,0.50)",Abraham Mateo & Rorro,a954c2f9-4d77-516b-ad94-46261f2a6ef1,"Abraham Mateo, Rorro",065d594d-e9e7-58a3-a2a5-644efa6ecf3e,18,47,0.383
,"meaning:[0.30,0.50)",DJ Jilbér,5acf9a2a-3251-5a40-bac8-8d1bc688ae57,Dj Jilber,1299ab85-a1bf-5063-b177-92d6caf0d460,71,168,0.423
,"meaning:[0.30,0.50)",Armus,cbe82c89-fa80-40a0-8de1-05c9e0cc8b63,ArMus',79331b76-360a-5d91-a7ac-5bb1dcc7ad43,12,27,0.444
,"meaning:[0.30,0.50)","FOURTH, Ford Arun & Satang Kittiphop",5d509f26-2dfb-53c4-b637-9c4837db194f,"FOURTH, Ford Arun, Satang Kittiphop",51c01ba6-303a-5ceb-9804-643938eb4933,115,344,0.334
,"meaning:[0.30,0.50)",TM & Endzone,8e878a86-269f-50cd-8e95-4a57ca4f3d4a,"Tm, Endzone",b36bc0e4-9faa-5cb2-9255-1182cae7eed1,1,3,0.333
,"meaning:[0.30,0.50)",【Ａｔｏｍｉｓｔｅ】,0d77c90f-621b-56ea-b5d4-068af333acf0,Atomiste,2908dc35-76a6-4690-ab8f-7fe9d1766296,182,392,0.464
,"meaning:[0.30,0.50)",zaan6below!,0a39cbb6-09b3-5c4a-841a-6d0ffafeda7e,Zaan6Below,3653062e-cfd8-5634-9e69-9e3f5fbc453c,32,76,0.421
,"meaning:[0.30,0.50)","Gangrene, The Alchemist, Oh No",644da029-6160-5623-8d77-a5f0cda10ccf,"Gangrene, The Alchemist & Oh No",43f422c5-a915-5539-ba6d-b66b424ffdb0,16,35,0.457
,"meaning:[0.30,0.50)",Sanja Maletić,04f968de-2d05-4313-8dc3-51e3e48d2159,Sanja Maletic,24507586-88f2-5a8d-9a1c-a3c3f89856ec,221,511,0.432
,"meaning:[0.30,0.50)","HOYO-MiX, Ayanga",0d7f72a0-fac0-5fbe-8d8e-00f52fc61683,HOYO-MiX & Ayanga,fcfe9760-b132-5171-81d7-e8571031fc21,84,256,0.328
,"meaning:[0.30,0.50)",스위트피 (Sweetpea),097f32b1-5671-5cf8-b400-ebf718660e6f,스위트피(Sweetpea),0b0ae2fd-a9a7-5acc-a44e-737867a00f9c,31,78,0.397
,"meaning:[0.30,0.50)",The Choir Of St. Mary's,ee9e39be-4ecf-5f38-abe1-86f1a8a221b0,The Choir of St Mary's,b3a9d254-1770-5b66-8e77-b35bd760d3e2,1,3,0.333
,"meaning:[0.30,0.50)",Fort Knox Five feat. Mustafa Akbar and Shunda K.,067a763b-16ef-521e-9498-dd7e3d05ed86,Fort Knox Five feat. Mustafa Akbar and Shunda K.),68c32d5f-5654-5403-a12a-e871c2e1a935,5,11,0.455
,"meaning:[0.30,0.50)","Les Baxter, 101 Strings Orchestra",cbdb947e-d8e7-5f04-a0ed-e6916cc1a926,Les Baxter & 101 Strings Orchestra,e6047718-3182-5b89-86c8-9f3e9d08774d,41,108,0.380
,"meaning:[0.30,0.50)",Atomic Pulse vs. D Groovy,9885bf84-60f0-5d01-b613-aed8adb04139,Atomic Pulse Vs. D. Groovy,3f60ee2c-e8a6-5f94-aeaa-80edfdac5e33,27,72,0.375
,"meaning:[0.30,0.50)",Paranormal Attack (Skazi),bb72ede2-b404-53b0-9f3b-22222c729f11,Paranormal Attack & Skazi,46d97942-0d14-5827-9b8f-25ebbd572a5e,1,3,0.333
,"meaning:[0.30,0.50)","SYSTEM SEOUL, Munzi & Sn7",fe792777-0889-56a0-a8db-e5e8326a5834,"SYSTEM SEOUL, MUNZi, sn7",ec64848f-b2ce-516c-b7ca-76d1b09a9173,1,3,0.333
,"meaning:[0.30,0.50)","Nicky Jam, Rakim, Ken-Y",db6afc7e-b23d-5aab-bc54-e3627cf77318,"Nicky Jam, Rakim, Ken Y",99f10848-4d6c-50a7-9d37-aaf73361a8fe,21,47,0.447
,"meaning:[0.30,0.50)",Hot Mulligan & Less Gravity,cc544615-87b8-58c8-887a-26b61f26d6c4,"Hot Mulligan, Less Gravity",fe883d2a-10d0-5aa7-a795-09ffda0aaa67,92,226,0.407
,"meaning:[0.30,0.50)",Capone-N-Noreaga feat. Mobb Deep & Tragedy Khadafi,21379d98-ba9f-5d5b-9925-af7677bd9ad3,Capone‐N‐Noreaga feat. Mobb Deep & Tragedy Khadafi,31cf1c40-0bab-5322-ae37-7e36e56c8e7a,2,6,0.333
,"meaning:[0.30,0.50)",Chris Brown & Young Thug [feat. Gunna & Lil Duke],b7c309d2-4603-5a04-ad55-526433ac3740,Chris Brown & Young Thug Feat. Gunna & Lil Duke,92cf4048-0243-5bcd-9327-b9cfbf359b79,18,39,0.462
,"meaning:[0.30,0.50)",Harry Nach & Tripper,f3214bdd-b79f-5d8e-9a33-6fa9f1e21848,"Harry Nach, Tripper",78857429-16f7-51b7-9df4-ceb09b552725,106,225,0.471
,"meaning:[0.50,0.80)","Noizu, Westend & No/Me",79e1fe6f-58f1-5929-9d55-03136b3ce419,"Noizu, Westend, No/Me",a7c26279-1671-5974-953f-9a37cd4af0e9,264,453,0.583
,"meaning:[0.50,0.80)","Tabitha, Nielson",5739d1b7-1ca7-542c-b06a-cae95fa5ef27,Tabitha & Nielson,3786b4cb-6ab7-5307-8b7d-1e6401648bcc,28,40,0.700
,"meaning:[0.50,0.80)",Gabriel B,aada7aeb-dd6a-4a94-b771-1ab4d6d00174,Gabriel B.,4d45852a-da23-5a65-b8e5-5de836fc247a,3,5,0.600
,"meaning:[0.50,0.80)",ALAN MORRIS/NATALIE GIOIA,c79c7bc2-db8c-5675-b66c-7d4ea7c6e634,Alan Morris & Natalie Gioia,639fff88-b396-5da3-91ae-4013b8195014,20,30,0.667
,"meaning:[0.50,0.80)",Igor Buzov & Buba Corelli & Jala Brat,f52423ad-39d7-585b-97ff-1126fbd0ae82,"Igor Buzov, Buba Corelli, Jala Brat",d0240b58-60e3-5980-9d88-7184051a9d32,3,6,0.500
,"meaning:[0.50,0.80)",Pero Galic,23221b9e-97a1-5c9a-9fb7-43b0ef98c6fe,Pero Galić,ae0be9eb-617a-46fa-bb36-35d471ee2140,2,3,0.667
,"meaning:[0.50,0.80)","SHINee, ScreaM Records",f1cb546e-6e60-53a3-aa36-8b9e2c7be573,SHINee & ScreaM Records,7b4e84a2-13d6-51d2-a8ed-24207aac8753,32,49,0.653
,"meaning:[0.50,0.80)",Zlatko Dobric & Vesele Stajerke,e6e98101-2c62-5f15-9dc3-6e015b0a647f,ZLATKO DOBRIC&VESELE STAJERKE,885e01a6-6ebc-5b43-9d39-41e6710dfa8d,14,18,0.778
,"meaning:[0.50,0.80)","fi-fy , 723",7275e009-3704-5498-8b53-d923ef4c98d6,"fi-fy,723",bfd4090e-ab8d-5699-b59c-fa7266d4a77d,208,291,0.715
,"meaning:[0.50,0.80)","Mahmood, Sfera Ebbasta, Feid",5bd22b6c-0719-5e7a-934b-cf9c7a2b49e5,"Mahmood, Sfera Ebbasta & Feid",0444359c-841b-51e9-b7c8-133b22c44326,475,827,0.574
,"meaning:[0.50,0.80)",Conrad Schnitzler & Jorg Thomasius,7331512a-654a-55ba-b879-018be2d4b693,Conrad Schnitzler & Jörg Thomasius,01f5a03e-4424-5e32-86de-6652234b9e17,3,5,0.600
,"meaning:[0.50,0.80)","ウィーン・マルガレーテ (CV.結那), 鬼塚冬毬 (CV.坂倉 花)",6cd0ba15-d613-5cfb-9101-296d4ab30445,ウィーン・マルガレーテ (CV.結那) & 鬼塚冬毬 (CV.坂倉 花),aa0f4147-c9e3-5ac1-a12f-e3e6913fb602,23,29,0.793
,"meaning:[0.50,0.80)",双海亜美/真美、高槻やよい、水瀬伊織,2d7a982f-5aa8-5b31-8806-3ef2706226a0,双海亜美／真美、高槻やよい、水瀬伊織,14df78a1-07f3-5474-9a73-ce34b7aef9cb,8,11,0.727
,"meaning:[0.50,0.80)",6host & Lil Narnia,4ddb509b-b557-5f2b-8915-d621d185d207,"6host, Lil Narnia",44f13277-1fe6-5ae1-9e23-c08db6d8ea6f,37,60,0.617
,"meaning:[0.50,0.80)","MC Couper, HRISHI",17a96667-f0f2-5a75-812b-c3efa1bf00e7,MC Couper & HRISHI,ff8e34ca-9659-53f6-b5aa-790ceff6378e,23,32,0.719
,"meaning:[0.50,0.80)",Mr. JDK,d9c90bdc-b83b-5c04-bbb3-0b2a598aedbf,MR.JDK,b8d711af-9d9d-593c-95f4-92ede0526312,22,38,0.579
,"meaning:[0.50,0.80)",Kindness & Kelela & Ade,5c6051f5-279b-5a26-ab08-3132b8408d4d,"Kindness, Kelela, Ade",76c66eb1-a200-5b2c-bb8c-26cfbbf0b8e8,1,2,0.500
,"meaning:[0.50,0.80)","Don Omar, Wisin & Gente de Zona",22fd5779-fc3b-58b4-baa7-caea21d9017d,"Don Omar, Wisin, Gente de Zona",372606a1-5b68-5800-b68d-c40baa907ebf,42,80,0.525
,"meaning:[0.50,0.80)",XXXTentacion & Lil Pump,28f2574c-be02-5b0d-a331-59bfe717165d,"XXXTENTACION, LIL PUMP",1efa599f-82e0-54fa-97d0-940fff26db24,250,374,0.668
,"meaning:[0.50,0.80)",The Prophecy & Thez,38de0322-cb13-5261-8c6b-2dd6ea048247,"The Prophecy, Thez",9586abfc-c5f4-5436-aaf1-a2dbea0c2dc3,18,29,0.621
,"meaning:[0.50,0.80)",Támar Davis,5d7ee48a-d467-4dd8-bb00-8698930d5b47,Tamar Davis,6d509f7b-dbb1-5c1e-82a9-59af53baa5f2,116,221,0.525
,"meaning:[0.50,0.80)","Filipe Ret, Chris Beats Zn & L7NNON",89233248-1c41-5c3e-b7b7-208c7d738e15,"Filipe Ret, Chris Beats Zn, L7NNON",f4fbd002-7ab8-5fdc-9bc7-69c6ed894286,13,24,0.542
,"meaning:[0.50,0.80)",Park Min Ji,30fc19f7-4277-583e-a522-3a0f8dd1bdd3,"PARK, MIN JI",12d31a4f-5ecc-5fd0-9b03-e8ce97a5cb86,232,407,0.570
,"meaning:[0.50,0.80)","Deezl, So Juice, Disarray, Cybergore",0346746d-606b-59bf-b414-510f111a5a86,"DEEZL, So Juice, Disarray & Cybergore",eb6e8a9d-96bd-572e-875a-2a1e6fb369af,230,355,0.648
,"meaning:[0.50,0.80)","kets4eki, Crescent, & wujek",e4eccdc7-cc93-5b4e-b5d7-1ee9d2e94ae1,"kets4eki, Crescent, wujek",3c868e76-2bcc-50e1-9d52-cb127ff1eea1,197,393,0.501
,"meaning:[0.50,0.80)",Vishal Mishra & Shreya Ghoshal,e6ed3c21-1ca7-5af1-a398-a614003fcaeb,"Vishal Mishra, Shreya Ghoshal",f3857c18-9f10-580e-b1d1-a77558dc8c16,27,41,0.659
,"meaning:[0.50,0.80)",PostmodernHippie & Hana Miketa,e6b4b71a-90e8-59de-baaf-4e08d50e0110,"postmodernhippie, Hana Miketa",419f7d2d-afcc-5cd5-b131-de88d59a4d54,2,4,0.500
,"meaning:[0.50,0.80)",Destruido,87b8c2c3-a329-59c0-8f74-8f4bd3ab30da,Destruidö,162561aa-1b53-5378-a18d-8d6eaf3825fe,81,136,0.596
,"meaning:[0.50,0.80)",Telomic & Kinsella,39891ddb-f046-5182-a02b-22ea42e510c7,"Telomic, Kinsella",69c3aa51-9af9-50f0-abd4-575a17fec166,15,27,0.556
,"meaning:[0.50,0.80)",Madilyn Bailey & Alexi Blue,52065a41-2a7c-5f70-b9ae-222152febc0d,Madilyn Bailey  Alexi Blue,14dd5d56-5f81-5c1a-8369-871e70f5b5d6,3,6,0.500
,"meaning:[0.50,0.80)","ISSBROKIE, BLCKK",daf9bbd9-f91f-5155-96dc-f2f9a253bb38,ISSBROKIE & BLCKK,482852fe-053b-5e31-9916-d0627d337ec4,171,323,0.529
,"meaning:[0.50,0.80)","Clarx, Uplink",6d8c8dc5-c0dc-5d10-b8d9-f19d15510146,Clarx & Uplink,0d6e739e-0d7a-5de8-a575-74ea7c340cd9,5,8,0.625
,"meaning:[0.50,0.80)",Duy Khánh & Hương Lan,ac6bf2fc-e1e8-5e35-916a-ff9d7767a56a,DUY KHANH & HUONG LAN,67b3f488-a58c-50f0-ac1d-0b3f925a5276,7,11,0.636
,"meaning:[0.50,0.80)","Doctor Terror, Hellseeker",d16008f2-9f19-58fc-9d26-df0d27028c54,Doctor Terror & Hellseeker,df06ed19-2fbc-51d0-b60d-21170c45a5d8,4,6,0.667
,"meaning:[0.50,0.80)","W/n, Duongg, Nau",458da4a4-a03b-53c4-867e-6904f5a65543,"W/n, Duongg, Nâu",131a24c2-5de8-5e56-aeae-8f237d75222b,402,555,0.724
,"meaning:[0.50,0.80)",The Weeknd & Anitta,40d656c1-15d3-5954-9745-b98aad8e9411,"The Weeknd, Anitta",a3db8c98-56bc-59aa-8aae-e847a3a8de9c,1376,2063,0.667
,"meaning:[0.50,0.80)","Chillinit, Wombat",41ef0194-c3d9-5c35-ad8c-355c2f994ada,ChillinIt & Wombat,d1c52096-92da-5483-99ea-f93634cf692d,9,16,0.562
,"meaning:[0.50,0.80)",Karik & Thai VG,f6bd50fb-5bb3-5c24-a4d4-95f9f37343bf,"Karik, Thai VG",a2219f4e-1495-5715-a865-c3c38b8494f7,20,26,0.769
,"meaning:[0.50,0.80)",Gunna & Lil Tecca,f877e526-990f-52df-9aee-c2e95674038b,"Gunna, Lil Tecca",97db0a60-e396-526f-8b5a-f45f2a110a36,6,12,0.500
,"meaning:[0.50,0.80)","YL, Subjxct 5",49bb0975-926e-555a-b0bb-71ccb9d2ef84,YL & Subjxct 5,6398cf4a-f040-5dec-9829-a1838b3037db,64,101,0.634
,"meaning:[0.80,1.01)",Vulture Love & Kodak Black,095aebdf-33f4-5d86-9ef2-5ea8ef7e446f,"Vulture Love, Kodak Black",a958d9dc-02ea-5b24-a381-7a790e842abf,49,56,0.875
,"meaning:[0.80,1.01)",Audiofly feat. Shaun Parkes,b8ca493d-714b-536a-820e-a43c642fe427,Audiofly Feat Shaun Parkes,31d7573a-9467-5f86-bfa8-d97cae5e19df,4,5,0.800
,"meaning:[0.80,1.01)",4:20,947369e6-a93e-4e82-9e9e-aa71cb4bcac8,4.20,387b728c-76f1-5834-81a0-593ce5c922e1,10,12,0.833
,"meaning:[0.80,1.01)",G. Kramer,7ce58f42-b79a-594b-b779-8ba64df0f0e1,G.Kramer,28231eff-6bf4-5a8e-ac86-036221f5308b,1,1,1.000
,"meaning:[0.80,1.01)",Şexo,e545d474-a6d8-5b32-bebd-1b1cec7c47b9,Şêxo,5b17e39a-a7da-5df9-9242-978f75502c85,120,142,0.845
,"meaning:[0.80,1.01)",Loyle Carner & Tom Misch,98364ebd-2f4f-595e-8334-4578f4df5ffd,"Loyle Carner, Tom Misch",83099b2a-4bd0-52bc-b08e-07bd87e11059,385,389,0.990
,"meaning:[0.80,1.01)",Ran-D & Invector,7fdaa135-34f3-535d-ae45-2a1a797ea713,"Ran-D, Invector",d43fc530-9dc9-5cbf-ad3e-c70558c4a214,13,13,1.000
,"meaning:[0.80,1.01)",Nick Phoenix; Thomas Bergersen; Two Steps from Hell,75a3d014-90fc-517b-8092-616e605af556,Nick Phoenix & Thomas Bergersen (Two Steps From﻿ Hell),2ed05789-cd8b-584d-bd53-dc86257eb512,1,1,1.000
,"meaning:[0.80,1.01)","Billy Strange, His Guitar and Orchestra",ca7bec25-f30e-505a-9a00-4cf3ba43d8e7,Billy Strange/His Guitar and Orchestra,0bc11029-1d22-58dd-a2af-6d4316cb35a3,1,1,1.000
,"meaning:[0.80,1.01)",POOL,eafe4122-5525-5023-b5ac-ea4160a6ddd3,ＰｏｏＬ,0bb22412-153f-5354-b484-f7e42b862041,104,107,0.972
,"meaning:[0.80,1.01)",Başak Yavuz,b56c745b-a802-56ee-b27e-44e35f986caa,basak yavuz,9c8596e0-f180-547f-939d-a3724c46cec8,258,268,0.963
,"meaning:[0.80,1.01)",Michel Doneda + Lê Quan Ninh + Dominique Regef,5a5b8bf8-8214-5f60-8c85-f0b2b331e88e,"Michel Doneda, Lê Quan Ninh, Dominique Regef",e006d195-5a72-5e2c-aa2e-247a09aa6f50,180,225,0.800
,"meaning:[0.80,1.01)",Crankdat & CHRMNDRS,f285fc33-9def-5280-afe4-07e032047b8c,"Crankdat, CHRMNDRS",29304e76-74d3-5b54-9a12-e632946402e3,107,124,0.863
