label,kind,variant,variant_id,canonical,canonical_id,variant_in,canonical_in,ratio
,"meaning:[0.80,1.01)",Our Last Night & Cole Rolland,c31edf4e-8768-5d86-801b-acfae2454b0e,"Our Last Night, Cole Rolland",03f5cda8-0145-59e3-8668-e67edc3e2307,19,19,1.000
,"meaning:[0.80,1.01)",Bad Bunny Ft. Bomba Estéreo,e5e3fda7-9d60-563d-b4a2-c4cc39f8e880,Bad Bunny (ft. Bomba Estéreo),dc71a2f2-da72-50f6-806c-3af660668a45,292,302,0.967
,"meaning:[0.80,1.01)","James Galway, Phil Coulter, Therese Timoney",9f897224-716f-54ed-a35b-305006977e25,James Galway;Phil Coulter;Therese Timoney,972b517d-12b5-5628-8e19-5504645a0142,1,1,1.000
,"meaning:[0.80,1.01)",Egzu`,ae096281-b091-5ddb-8a01-4e970d94a446,Egzu,53788925-d40f-52a6-bbd0-d5ac2e3a08d4,9,9,1.000
,"meaning:[0.80,1.01)","Nobuyoshi Koshibe, Takashi Kokubo",98d851e2-8880-5663-8175-2b74c9a4c0a8,Nobuyoshi Koshibe & Takashi Kokubo,1eea64f7-0f01-53ec-a012-4abcab60f355,3,3,1.000
,"meaning:[0.80,1.01)",IGO & SCH,a5da82e7-b7bb-573b-865e-abf5a433f679,"IGO, SCH",d50cf334-d714-51d5-8b38-51ce7ac3a52c,5,5,1.000
,"meaning:[0.80,1.01)","Selena Gomez, Marshmello",057b5fce-809e-5719-836a-5e44f1dd7ebe,Selena Gomez & Marshmello,a13de51b-ae5d-5c83-a972-b5b031fce5d1,1288,1452,0.887
,"meaning:[0.80,1.01)",Larry June & Cardo Got Wings,47fcb33e-3fe5-5db7-b3f9-f3a7d516b119,"Larry June, Cardo Got Wings",a6819281-4c6e-50de-9b65-b262b95ea8b9,688,754,0.912
,"meaning:[0.80,1.01)","CIFIKA, 1of1",2a095bd4-e665-5972-a368-e22c00e389b2,CIFIKA & 1of1,db0badb9-e57a-59e7-8dc6-391d8b8e1143,1,1,1.000
,"meaning:[0.80,1.01)","PR SAD, R6, Pressplay",8abd008b-907f-594e-8fb7-1764fb56070b,"PR SAD, R6 & Pressplay",3afa47f2-03b1-5e2d-ba8a-4472fb50d238,58,58,1.000
,"meaning:[0.80,1.01)","Barry McGuire, The New Christy Minstrels",90edd28c-69a9-5ffd-9b21-8d4579e5437c,Barry Mcguire & The New Christy Minstrels,71cd2364-e4f7-5723-a697-2ae28200aa7f,7,7,1.000
,"meaning:[0.80,1.01)","White Noise Radiance, White Noise for Babies, & Heavenly Lullaby",1a1ad1e0-cb93-51c1-a312-691a8c547204,"White Noise Radiance, White Noise For Babies & Heavenly Lullaby",0cfb014e-08d2-5c81-a08f-ce72186110a4,9,11,0.818
,"meaning:[0.80,1.01)","Emotional Oranges, Tkay Maidza",ed292e0c-7db0-5469-bc1e-0c5f6c32b47a,Emotional Oranges & Tkay Maidza,6f6bb6b4-dd9c-5a2f-84ab-543b09ae7d6b,118,129,0.915
,"meaning:[0.80,1.01)",CODE 10,4e7d668f-62ae-57a9-b818-e5af672d7c3b,Code-10,14c48e6d-8212-4672-a724-a0070f99b474,28,35,0.800
,"meaning:[0.80,1.01)",P T K & Slugerr,cd5eafe1-c6fc-50a8-9f5c-c814116fcfe4,"P T K, Slugerr",9be5cb7e-e9e3-5dc4-8b45-0e680efab52f,28,29,0.966
,"meaning:[0.80,1.01)",David Bowie /Queen,3fdab814-03d1-58b9-a1ef-28ea229d9b50,David Bowie;Queen,1fa54c86-d7bc-536c-9501-400d25313bdd,4,5,0.800
,"meaning:[0.80,1.01)","Rob Deniel, Janine",18d4d072-a69a-5a23-bf15-957bc020f689,Rob Deniel & Janine,a3bc3f0e-b01c-5f13-bd13-679176cfae20,179,179,1.000
,"meaning:[0.80,1.01)","Oscar Maydon, Victor Mendivil",27d512f9-412c-5e9d-914f-61f750a0bb66,Óscar Maydon & Victor Mendivil,e554666a-d666-589f-b1d5-7eb058cd0333,186,218,0.853
,"meaning:[0.80,1.01)","EQ, Estratosfera, Qiri, MAJA & OKTE",8505abbc-167e-51ab-b50f-fb1c5f13be67,"EQ, Estratosfera, Qiri, MAJA, OKTE",64e86028-ed30-533d-96dd-4f6af68ce619,642,693,0.926
,"meaning:[0.80,1.01)","Tiësto, JES",3b041a0a-1a0f-5e13-8134-ed4625f778f3,Tiësto & Jes,8245d6ab-1f89-5d3b-968a-1c9ca64d4855,25,31,0.806
,"meaning:[0.80,1.01)",De' Nate' Feat. Mel Brown,fc42971d-bcd0-595a-bb5f-bbfcdb1c69d6,De Nate Feat. Mel Brown,288d0309-f26a-575f-b267-17bb8eed508d,17,19,0.895
,"meaning:[0.80,1.01)",WIDEBOYS feat VULA,43f4ac27-8666-5a83-b762-411f068ab87c,Wideboys Feat. Vula,2b297efd-278c-5886-b6b2-4aea8e6f11bb,24,25,0.960
,"meaning:[0.80,1.01)",Clean Bandit / Anne-Marie / Sean Paul,0a950f1f-b884-50f5-89ea-9e1a936803a1,"Clean Bandit, Anne-Marie, Sean Paul",633ac182-bf2a-5423-afeb-806d19c01b50,237,242,0.979
,"meaning:[0.80,1.01)","Francinne, Clau",a26b09b8-9a7d-5d2d-8b56-bea9f815fa63,Francinne & Clau,a8d3148d-69c7-5cfb-afd0-d60d9a9b5b8b,17,20,0.850
,"meaning:[0.80,1.01)",Elis Regina & Antônio Carlos Jobim,300eceb5-06d3-5865-bbbf-4efa9e89388a,"Elis Regina, Antônio Carlos Jobim",416d154d-280e-58e6-a378-74bde1fe4ddb,511,578,0.884
,"meaning:[0.80,1.01)",Koe Wetzel & Jessie Murph,1af97ff9-4414-5682-99d5-78bacd471e50,"Koe Wetzel, Jessie Murph",73cc5bc6-4e84-52bc-bbca-65a78b4100c0,229,271,0.845
,"meaning:[0.80,1.01)",fischmob/erobique,42de7952-0124-5500-9b6b-f2ff90300c51,Fischmob / Erobique,4f2a264e-52ea-572a-a1c1-e609721a8855,4,4,1.000
,pure,Баста & Бумбокс,d787144b-4934-576e-aba0-e2cf820cf42a,Баста  &  Бумбокс,75c32305-7580-5660-81ee-3cf1a08b4b2f,19,525,0.036
,pure,Jason  Isbell,eb3ec3ce-8e5a-5cf8-b001-c15ded946042,Jason Isbell,4c501a41-5f23-41c9-a36a-5b86e894e08d,2,1831,0.001
,pure,﻿Элизиум,87002595-90e4-5ef1-87a5-666e0de81d5f,Элизиум,1cd4f845-ff85-4828-b3e8-07aadba3d1d9,118,1294,0.091
,pure,﻿League of Legends,4d2c3d13-e5c9-541d-ba93-ec5a019fa5e0,League of Legends,c68d3821-4222-4de4-acc3-a838f477433b,2,1214,0.002
,pure,Workout Music ,5cae53e8-8c6c-5512-bd03-a5de13be3cf6,Workout Music,f2542528-cfd8-4abc-8eb6-e2fd7a42c23e,1,214,0.005
,pure,﻿Filha da puta Games,42f942b7-2dac-5edf-ab50-a07cee54097c,Filha da puta Games,43e75526-a6d4-5ae7-807e-7e4c95773480,1,37,0.027
,pure,﻿George Thorogood,7f3255fd-b4c8-5f72-875a-86c9dac6b4e1,George Thorogood,444e7c50-7f72-4954-b61c-1717332a27d1,4,967,0.004
,pure,Next on Air:  Mike Nichol,4bc3dc18-32dd-53d7-923c-6cb889df872c,Next on Air: Mike Nichol,fc60e636-57d9-58e4-9266-db8bfd686e7f,7,91,0.077
,pure,NERVO &  Hook N Sling,cbc6dd75-d1f8-53f6-ad04-4684975a5378,Nervo & Hook N Sling,a5cf4710-e5ac-5638-a23b-db205ec9d277,11,2020,0.005
,pure,DJ Fresh & Fox Stevenson,d97f4dcd-bb83-5804-a343-1ee472b50286,DJ Fresh  & Fox Stevenson,d5e9db27-e295-5313-99e5-e9fc31dd5021,39,822,0.047
,pure,Ra the  Mc,79354aef-0b46-5cc2-8a5b-df62ac29ebcd,Ra the MC,190d0e0e-8481-5aa4-8801-07fd66204803,1,6,0.167
,pure,﻿Adolescent's Orquesta,3c634094-dc0b-55d3-a085-3935c363d141,Adolescent's Orquesta,b8d5bee0-56b5-5865-b6d8-d0218c481272,33,1704,0.019
,pure,﻿Breaking Benjamin,3e9f9881-52b2-50f5-add8-ff02e8e5bee7,Breaking Benjamin,854a1807-025b-42a8-ba8c-2a39717f1d25,10,1609,0.006
,pure,BRIGITTE BARDO feat Мс Р. Palinovskaya,14dd00f3-7e91-572c-88a4-76e72f23d14f,BRIGITTE BARDO      feat Мс Р. Palinovskaya,d9d9d3ab-1d29-50aa-89cf-89f809abf644,1,43,0.023
,pure,Michael  Lennon,fbc55832-b75c-52b6-b646-cd0f0871ff35,Michael Lennon,2dc4d071-16d3-437d-9e40-add6afc17dc2,2,35,0.057
,pure,Mayhem feat.  Kitsune²,9b299590-fd01-5fe2-bdb7-bbd18829aab0,Mayhem feat. Kitsune²,45480798-bab0-5993-a67e-8e5eed9cee16,316,393,0.804
,pure,﻿vick,0e0b678c-fef5-56dd-b0ba-2f428de9ed8c,Vick,edef19b0-df8d-4395-9027-51901bc9820e,22,204,0.108
,pure,﻿Franz Ferdinand,bfb9ef0b-6065-5c29-8876-de5bb38a8d88,Franz Ferdinand,aa7a2827-f74b-473c-bd79-03d065835cf7,19,1197,0.016
,pure,Gym  Class Heroes,51a2d41b-1f54-5b61-9cdd-75da78bd2755,Gym Class Heroes,f4d4b515-0b74-423f-a161-db184330c37c,1,1093,0.001
,pure,MOON  DUST,06fadcb0-c63b-5b96-96d6-5b63b98d8e9b,Moon Dust,a2b81e32-891f-4a9b-b579-222b954db700,13,253,0.051
,pure,Next on Air: 4Strings,631120f5-e506-5b63-ba48-62ec4adf5a64,Next on Air:  4Strings,31465b66-4e5c-5415-8b5e-43385b7a727c,1,11,0.091
,pure,Matt  Dobrovolsky,73aebcfd-b5de-504d-aec7-c9b7218a3c0f,Matt Dobrovolsky,77bb3675-ed0f-5e14-9a03-bc447ddbdd26,7,37,0.189
,pure,﻿saluteざ,79b26fd3-2f73-54ee-b30f-bf7f18cd51e6,saluteざ,81a4b4ca-5017-5a26-bac3-be19370652b5,1,8,0.125
,pure,Baby Boy ft Mannie Fresh,da6a5845-7900-5b9a-afd7-a395b43eaab5,Baby Boy Ft  Mannie Fresh,25ebe1e0-dd47-5de0-b575-72328c963ae0,1,17,0.059
,pure,﻿TEMPOREX,3beaad09-e340-5c36-b891-08687c731a0a,TEMPOREX,2ace98e6-69b6-445e-b66d-a70a05f4ece0,21,937,0.022
,pure,Mario  www.streetlife.kz,88546ae5-b5b0-57a8-a94b-7de104c79c90,Mario www.STREETLiFE.kz,7ffaa4a4-dad9-5317-97c4-48f10aaa2531,4,10,0.400
,pure,Настасья  Самбурская,95bcb443-74e4-51a6-8070-db5a919c7fdc,Настасья Самбурская,0b807501-ceae-4919-9db5-e9a547f29911,32,444,0.072
,pure,​​​​​​​​memphis,d82f94c3-24f9-51e5-b61c-b733a9263e31,Memphis,8628d49f-e6da-40e3-a8a4-d63a7d7eed96,1,1232,0.001
,pure,No  Consta,61d8e59f-89ba-5671-aee6-b1bd6367481b,No Consta,ed2a134d-cdcb-5876-886c-3743c72e1e9c,1,14,0.071
,pure,подвала  ноктюрн,778baadb-5fb2-5ec7-a60f-f23791f265bb,подвала ноктюрн,1ef9f41f-531b-4842-9d18-52754e4799d7,2,1019,0.002
