label,kind,variant,variant_id,canonical,canonical_id,variant_in,canonical_in
,skel,Coclea,c8cdd6d0-5371-4d7d-8823-71bec55dd918,Cóclea,398581b5-d187-4fe6-87e8-c21e575e9c54,20,377
,skel,"Fanny Robilliard, Paloma Kouider",71f3bcbe-1447-5453-b2f7-f529a90f0ef7,Fanny Robilliard & Paloma Kouider,6ba34c7d-4fad-5127-89fa-76a0c5203917,3,38
,phon,Ｄｉｒ en Grey,84b11ee3-893b-5974-82df-76b635eeb73d,DIR EN GREY,ab309b83-904f-4e2c-8d11-a0223bba51f9,26,767
,phon,ＣＨＡＲＬＥＳ,b92963e6-2f49-50f6-88c2-d1aba356d9c1,Charles,dd0cc820-c231-4c06-9097-633cb2d21f48,243,869
,phon,Mот,14149eff-4fc2-5d9e-9af0-f194a86bdc22,MoT,7ea223f7-86cb-4b19-878d-60f24d3f805f,26,1308
,phon,Тристар,abfb6d88-9352-5269-b653-92a8d3017a0d,Tristar,22b5d7b2-67f6-5611-bc0f-46d15edda6cd,11,99
,phon,タナカ,197c429e-4865-5c1f-8cec-fe950d4fd4d1,Tanaka,310957ed-f0d8-4826-9c17-6a59a0209093,7,401
,phon,Арсен Курашев,b1bc7e01-63e6-59e4-97c5-54d1b82083bc,Arsen Kurashev,44586b7c-6f10-4f7e-9049-35ffea20fe0b,68,96
,phon,Райз,ac1221ad-3ede-5baa-8466-c50dd20fb52c,Raiz,778196a1-a5f3-4dd2-8a3b-33efb50a1d3e,107,518
,phon,kizaru feat. Смоки Мо,89240732-2b05-5cfc-a479-671482773a02,kizaru feat. Smoki Mo,d5ae5cad-c556-52ab-b1f6-ca0a79ebc8ee,1,47
,phon,くるみ,cbb26257-36fc-4000-ab22-3cb80ee8ec3c,Kurumi,f8b80836-5045-4843-a773-a014821cd9b5,9,400
,phon,ｒｅｌｉｃ,3cd3cf4c-3af9-589a-8628-8f57633755f5,Relic,85aa582d-8fba-4a1d-b1a8-2c26b05af729,106,1094
,phon,𝑴𝑬𝑹𝑪𝑼𝑹𝒀 200,058d3584-dce9-55ff-8ee1-1eacee5d7e2c,Mercury 200,0782b403-c482-4e08-8f4a-e83b7bf24f7d,1,533
,phon,いとい,fdff0dcc-bc8c-5025-bb2f-5f05c22bb9d4,Itoi,5e902d34-51a3-5f3e-a8cd-ce910d2a0662,1,2
,phon,Аргон,99a7a64f-0b42-5b26-ba25-4b4f22db42e4,Argon,e3ff044a-12aa-4227-9b50-43f0eda90e8a,18,771
,phon,Антон Кубиков,3635c3bd-d028-4dc2-9945-a8da96aff938,Anton Kubikov,78625aab-c6a1-55e4-8dd2-4e85cf3bbc88,15,351
,phon,もぜくふ,16ecbd9e-94b7-5884-90cf-4c747b5c806a,mozekuhu,3e18edc0-34d7-50f4-8eeb-d1ca165c102b,1,4
,phon,енви,90cd28ec-de17-5688-9177-207c979c3140,Envi,75b959a1-dde3-5127-a06f-adbfa41a8a92,99,152
,phon,NEL feat. L'Оne,422fce91-c62d-5381-8ad5-e8a2e5e4b062,Nel feat. L'One,1a7bb15b-9de8-5571-ac14-315c9d755035,64,139
,phon,Пан Кіфаред,ee972562-0f5b-42dc-af7d-effc12e7f329,Pan Kifared,6faae783-c68f-5148-b7c4-ae21466fcc3e,32,244
,phon,𝒎𝒂𝒓𝒊𝒑𝒐𝒔𝒂,898c637a-3f92-51cf-98ec-848b4ccacd87,Mariposa,c91683bb-f237-4b07-8206-c7afa080d19b,4,1418
,phon,Камас,6bbd1cb4-8aaf-503c-b385-810b31a02059,Kamas,b67e58aa-3dd1-4cb9-8720-1d2ee1eb502e,74,511
,phon,Симона Сиванио,01e5bcd3-c0fb-5acf-a3ac-8c2873745137,Simona Sivanio,e701b61b-b21b-5ee0-bba6-7db72457a06d,7,514
,phon,𝙉𝘼𝙆𝘼𝙈𝘼 & 𝙈𝘾 𝙇𝙔𝘾4𝙉,2e92e7ed-a0b0-52d5-8efb-42c225c2a20a,Nakama & MC LyC4N,11985ce1-f54e-5434-beb6-763c735daa03,1,14
,phon,Мубай,76d7b261-d5ab-53c9-b9c5-3b2d360143ef,Mubai,28f954be-2203-517b-9341-e06840ea387a,1,151
,phon,𝐕𝖑𝖔𝖓𝖊 ⍟,969093a4-4640-5801-9c7d-81106dd90fbe,VLONE,ded66104-f59e-5019-94f1-898c17a40856,14,161
,phon,Морфина,6aef2ff4-041d-5fdb-889a-9d9db42ead8d,Morfina,428260fc-ef0d-4c50-b137-b158031bccc6,1,20
,phon,ＢＡＬＺＡＣ,201fc290-7037-598d-beee-f38d43ef0a5b,Balzac,de84c026-c308-5dc2-bb21-90ca46ee28ff,2,399
,phon,Эмин,d738ad45-e9c1-5dc3-9e89-62a6c3840538,Emin,97570158-1dc3-4c14-bd67-ccfe9302dc83,186,1123
,phon,Лови,621ebc56-d7ce-51c0-b395-fb9b74e0ad54,Lovi,cc7ba48a-8e04-44bc-afc2-cc7e6a26c7d9,5,305
,phon,Рейнер,1d2f7cb9-f343-5776-b0f3-b5d5bb39718c,Reiner,67b95bd8-5ff1-4e6d-85ec-a828ec3d92bf,17,193
,phon,Спорт,abd34d85-2bb5-5570-9330-400cc657496c,Sport,ffb565eb-c5a4-49d1-866d-2d164627d956,129,533
,phon,スズキサン,3111d579-fff6-44ac-a5dd-2b78857a7c96,Suzukisan,a7fab77a-7f71-5f59-9352-00695357ff8a,114,234
,phon,Растаман,9210fe4a-2f45-5b20-9a00-41a35244cf0f,Rastaman,af923f65-e527-4283-a41c-5d977d43cf6c,65,65
,phon,رواد,dbd36e72-d24b-43a1-b3c2-e29fc9185089,rwd,8d883a34-f300-531d-b83a-e5d012dc5aa9,3,87
,phon,BP 라니아,c2421557-7ded-5bc2-ae8e-5fb5de3e99bd,BP RANIA,2fe3ea59-c32d-52e9-b308-309ab00b9970,2,987
,phon,♪ Тик ♪,d1b8ba31-fbf3-53c4-850d-38577cb44c3a,Tik,2a094307-813b-42c0-89a4-7e4e52838425,2,1829
,phon,Амадеус,65573152-d876-48c9-b523-5c4709b86048,Amadeüs,fa5cfede-0081-4784-b411-1aba20808462,54,720
,phon,𝒄𝒉𝒂𝒔𝒆 𝒂𝒕𝒍𝒂𝒏𝒕𝒊𝒄,4ee589bc-b8a4-5e8b-9565-e99663b77bfe,Chase Atlantic,ecab255c-3af3-4154-87ec-2685041ce297,27,1075
,phon,𝕊︎𝕦︎𝕖︎𝕥︎𝕒︎ 🥀,c168e3d8-b50e-5a95-ada3-fa5a4c4f6797,sueta,3564b5f5-2481-5b8f-b6a0-24201db9da72,1,59
,phon,丰江舟,89ae753d-4786-43cd-8d80-54f09ab6c35a,Feng Jiang Zhou,dfce4905-2066-5422-9690-bdfd44a3c2fb,26,293
,phon,afterlifeⴀ,0787ae93-611b-535a-9745-b5d36a4ffb23,Afterlife,ab2241c7-ff64-4b52-90d8-4a7b0517d47c,202,1366
,phon,한울,b881d4b2-ab86-5edc-9e06-3cc4230f4d07,Hanul,039fb041-450d-5b5e-93a7-9f2e688a0a4c,2,72
,phon,Амиго,57b86a75-7619-4782-b65f-39f26fb2d448,Amigo,730fefd2-84a4-49ef-bc6e-7b4b23af3b6d,9,418
,phon,もろ,b842ce9f-a308-5e52-8eaa-76b3b51a3dea,Moro,9bb1ee02-941a-448f-bdd3-66268b836d87,74,832
,phon,Нокаут & Ndoe & Mytag,839b2259-59a3-5638-83be-82ff0c3cd11f,Nokaut & Ndoe & Mytag,39f040de-58a3-535b-8a81-13ce576c42f3,7,28
,phon,𝐩𝐚𝐫𝐫𝐢𝐬,15c3901e-13d1-523f-9ece-39d99dae51a2,Parris,139f64f8-cc7c-40b3-96d4-3ebb3a0562bb,12,373
,phon,Ко,35cb7560-c0f9-56b4-b99f-20707eea9d87,KO,726569ff-c1d0-4a8c-9153-acf7f921d51b,1,1137
,phon,СТРЕЙ,0bdb2a8c-f36e-5e8e-a613-c6e9da5fff33,Strei,d615b5db-0886-55cd-8d60-b81b2dfade44,2,540
,phon,Лучшие,8a27b8c7-1d6c-52fa-81c2-54b5e04c167f,Luchshie,14a9d04e-0565-5346-87e7-a585c8c50cb1,1,2
,phon,ＢＯＯＭ,c0934209-cb61-5ae3-9fab-4d894e13853b,BøøM,c70a18b5-8a5e-5375-ada5-d3d27fe08937,2,429
,phon,Санчез,21a9a5d0-179f-5946-9929-a24a3b2df704,Sanchez,c0c3462b-8a20-4222-a9fe-2f75f468e733,10,417
,phon,Cazzafura и Senidah,85cbffad-83bf-529d-bc65-1c0b93d10f9b,Cazzafura i Senidah,f7f37049-d13c-5f5f-82a6-e532fb43ed9e,1,13
,phon,Ayesha Nicοle Smith,1a449f13-ac24-555e-a160-9bc4c9a087f2,Ayesha Nicole Smith,e177b0ca-8ce3-573a-a6bf-e57c1af61dc0,54,1249
,phon,Ｇａｒｍ,2a0cf9a4-c771-5a84-82da-052400326927,Garm,0dfbd305-ca65-4b23-a13b-1c7f344bde23,1,219
,phon,Еми Стамболова,7201dcb2-3eee-4a8a-952a-86144a80ba01,Emi Stambolova,8da90e9a-a692-5740-a4fd-224aca94b993,208,268
,phon,Лилу,61044e4b-99e7-4036-a900-2159beb9b6e5,Lilu,422cad31-8a03-45e0-93f9-5a73bc22f9fd,758,2492
,phon,𝔥𝔦𝔡𝔡𝔢𝔫 𝔧𝔞𝑦𝔢𝔢𝔪,f2977cbc-dcec-5e81-b193-fd36ef449875,hidden jayeem,80960669-8389-4b1d-a4c7-b64d8a103ff8,1,747
,phon,תומר,d19e96a2-1948-5343-a88c-2d27738098b7,TVMR,7f4fefaa-1045-5e05-a29e-b39334129e34,29,35
,phon,Акину,a6a0da84-5893-5bab-81d3-4331588b0145,Akinu,78080b65-9439-4297-843a-3909456d9b2f,94,436
,phon,Camellia feat. ななひら,c65b6a5d-7f30-5861-80f0-95ae2ab440d8,Camellia feat. Nanahira,3160e299-9726-5733-b863-e4a7ff1c9638,5,897
,phon,𓆩 MAIREN 𓆪,f0f97933-c5e3-5faf-b5d8-68b77064a274,MAIREN,cea3bb30-56ac-5fb4-97f8-edf5437f20fc,14,64
,phon,Carte Blanche䤲,ac56feb1-b1a0-5d1f-94d2-a77614dbaf61,Carte Blanche,f9659b3b-bdfa-4bf1-a219-52bc95a3cab6,69,421
,phon,ＬＳＤ,f8a58036-cab7-5916-ab8d-d43ed5374103,LSD,905b4669-c8c0-425e-9ab9-60020449100e,156,685
,phon,Абаддон,b1eb4e0c-8356-5d8c-bc3a-eb7813ded52c,Abaddon,c38d1160-c36e-43a0-b3c4-1dc0a7bdb5f3,2,228
,phon,조기,3621ac60-7803-5b95-bbbe-bf632984566c,Jogi,dcdb2e26-a46c-43da-9b6a-7e1a67faa060,2,192
,phon,Воллны,cddf504c-3d16-49b9-9efb-0537f642f744,Vollny,daae46e0-5074-5924-803d-2fb86191cc5c,397,458
,phon,소실,d55f1505-0d61-504f-9211-0f2e850ac3af,sosil,5003d025-bda9-5aea-8db5-101deb4bf204,4,33
,phon,うろこ,58d558c4-7d96-56b2-8b1e-38fdda4b7ded,Uroko,1b1333a7-aea9-4b8a-96d0-bd4bccf333c2,1,727
,phon,Ｇｒｏｕｎｄ Ｚｅｒｏ,13edbed3-9742-5cd0-a571-234af6cabee7,Ground Zero,c7c7d0a0-eb98-4fa2-8374-afa402319cff,63,1033
,phon,Ｖｉｓｈｎｕ,b257ea5d-34a9-56f0-880a-95c96ff05081,Vishnu,1d429fcf-e401-489e-8e76-69aa4b8fc060,9,203
,phon,ＥＳＰ,aee5c8e7-c1cd-51f0-8d4d-474e40d5ab66,ESP,c996cc41-2a66-4144-a5ee-4abc77f3f629,147,755
,phon,Αμοκ,9d11fb87-c8df-5865-aff7-74227657876e,Amok,9e5a698d-6abc-4824-b3f9-12b923789857,54,1469
,phon,Ｃａｒａｖａｎ,17e9f60c-66f4-5bbe-ac27-75cafa374ede,Caravan,82dd3f5d-4c36-4dbe-981d-6845c91445f8,27,883
,phon,Киши Баши,65e3722e-56fd-5450-88bb-e2aff4bac67d,Kishi Bashi,7c340ac5-6eda-4981-91d6-d5b1f4d1bbbf,32,1321
,phon,Сoco,ef946577-9f57-5ee9-a7ac-54f8a3634036,SoCo,c5f4e82d-433c-4216-ad34-248331c2db33,5,85
,phon,𝐌𝐚𝐤𝐢,101a18dd-0a5f-5297-8222-8aef51b23e1a,Maki,b89a955e-e338-4a73-85a9-ee2546503f87,9,1585
,phon,Абу,07f7b7fc-894e-5fda-a219-ad7c1d320a7c,ABU,479c5417-26b2-5b7e-bf73-204a249a4f7f,5,465
,phon,もののけ,ad2073a6-9447-5d94-b809-c4f5899c88b3,Mononoke,4a75d82a-b23e-462f-98c1-36e5973ec24b,5,612
,phon,ゆうき。,cad280f5-c6f1-48d0-8394-1c7a3bd4a043,Yuuki.,5abd4a56-dba8-55c7-b685-6df2956094e2,20,47
,phon,우주,f047ea91-2403-5b02-b393-f1f973ce615f,uju,d3556293-be12-447a-baa2-7fe57e571b78,5,239
,phon,梢,129f27f6-7a41-518c-9642-5085bff46517,SHAO,cfff4880-78cf-5448-8d5d-61b41da2e314,20,636
,phon,Зара,0e13c1fa-5a80-4247-a2d2-92b90489b47f,Zara,f977f5e8-3901-4c61-8255-f73486ea5904,714,1012
,phon,Отрава,d8d3a805-01d0-5b6b-ba72-622f581149e1,ØTRÅVA,9c7a0e06-4290-52e7-bb50-c84e0dd856a1,1,43
,phon,Rouzi и Coby,da4de229-1b74-5aac-9c34-e14052e0840f,Rouzi i Coby,5bf67934-3508-5eee-bb6f-36c4721da7b0,1,16
,phon,Suicidе Squаd,ca0fb054-9969-58fe-a2d3-edb7fc4505f0,Suicide Squad,d3fcdf96-674a-4931-bd04-558ac647e314,278,558
,phon,Ѧinst,6bcfa5ea-e5b4-5714-8aa7-a55d1f75e773,Einst,37217849-ab6c-4392-a326-1b02172818cb,76,175
,phon,Рэнт,3b46df42-1e9c-5515-b8ff-3c6bfaa9a797,Rent,626b051a-340e-46a2-a5f6-4f3891133454,240,754
,phon,에라이,8ad31778-b737-54e9-bacc-252a8a62896f,Erai,a0567319-93f5-48c0-849f-b7c5ed23aefc,1,242
,phon,Сталкер,4a5a3bbf-4be1-447c-90cf-9c1a5f0b869d,Stälker,a023236d-d8fa-4c52-af1a-0e4258472fd0,591,813
,phon,Ａｒｒｏｗ,296569eb-8492-529f-b96f-04b122ad0b8f,Arrow,2ddfac74-e28c-4041-8810-fee1e45ec508,59,132
,phon,celesteᥫ᭡,5fec9ff1-4839-5a86-a8aa-243d32b57216,Celeste,9b315250-d1b7-4166-bfc2-610dc9814d57,1,440
,phon,Ｐｒｏｔｏｔｙｐｅ,20200782-529b-5fad-87cb-bb7e2bdd9966,Prototype,6c1d7828-e684-4652-be41-1876abc1692c,85,362
,phon,あいたん,a74e4e62-2c70-58d4-8c2a-eceedf5799cc,Aitan,673c326b-857b-484d-9ae3-3aedb855405b,6,148
,phon,カガミ,45c9396d-0f6d-5c2b-adf9-1272cf3b624f,Kagami,b5cc18cf-8896-46ae-9052-b4476ad5bca0,7,596
,phon,Мел Торме,726c197a-6b21-5435-8088-9f1ff8193d4a,Mel Tormé,4439c2fd-a754-4f6a-b3a6-791b47726156,166,1226
,phon,"るか, せな",3364dc17-5508-5581-b9fe-03d361e462e5,"Ruka, Sena",37f6c6e3-3791-568f-84ea-cbbe4a926f0d,9,16
,phon,デパペペ,fa1911cd-2ec4-52e8-ab95-edb8137d6187,DEPAPEPE,c2789b3f-1818-44f2-b3a8-108f7f26bd32,124,435
,phon,あん,f64e878e-2628-48f9-8d6f-c35e2eed191a,An,f268eb3d-3d07-476a-9843-3e4758ccb649,36,601
,phon,Уран,03c38860-de92-567b-962d-db8715c3e17e,Uran,3884cbaf-182b-4f0b-ae29-00ddb4e05abc,104,795
,phon,Блу Бой,689db0f8-f384-5ce9-b250-42485f2c8146,Blu Boi,9f52e437-7d61-4368-b4f9-7a7d09a7fa2b,33,332
,phon,바미,20c41759-73ab-54a7-9464-ea108432457c,Bami,40cd20d1-105e-5522-a567-646fa998d0cf,19,184
,phon,はま,4a771c75-f2bb-596a-8b06-1b5d8af06e81,HAMA,e0d2e540-631f-4227-ac53-05ff22ee2beb,95,440
,phon,Ζωη,ad32b5cf-cca9-5556-a7a1-fea36d12bd6d,Zoé,5838185a-0ee6-4a0b-8d4e-76a6e15f7d4b,33,2135
,phon,Ошо,e3362721-3b93-527f-a56f-0d2dca65554b,Osho,1a54b906-00d8-48ba-aecc-8d210fc437a6,23,546
,phon,Омар,9fa01d97-dff1-409f-8119-59ebbcb85ee9,Omar,8c41073b-4229-4eda-b45d-34513ed61304,180,588
,phon,𝕕𝕖𝕒𝕥𝕙 𝕒𝕟𝕘𝕖𝕝,17b8a52e-fe14-56ac-b9e6-c7c61903c31f,Death Angel,562ff334-c34f-45b0-a519-e5d171482df2,1,1087
,phon,"Stephen Sanchez, Joshua Henry, Timothy Hughes, 다니엘 지칼, Phillipa Soo, Kenita Miller, Sasha Hutchings, Gizel Jiménez",73fca208-de6a-5ca6-a522-c3ff1767c4c9,"Stephen Sanchez, Joshua Henry, Timothy Hughes, Daniel Jikal, Phillipa Soo, Kenita Miller, Sasha Hutchings, Gizel Jiménez",418d1e1c-7493-5156-b4f3-08720226d80c,30,65
,phon,Ｓｉｖａ,30ec6162-7c70-5f4c-b4c7-68cb7a1bb8fb,Siva,e993ccf3-8cfa-485e-9258-2d1cfd72dd61,330,1476
,phon,モダンパストラル,65ed5c75-b5ef-4444-86b4-415351583aa0,Modanpasutoraru,2ce9934e-9d90-5fec-ae91-2be569793ab9,24,41
,phon,ГРУНТ!,69081209-f500-5670-ada4-02f2a0be25fe,Grunt!,f3595c04-03c3-4135-9311-7a9608104b0e,4,61
,phon,Абанамат,713f9647-4f0f-5244-84df-0fc1a01e53fa,Abanamat,6730d835-125a-58e2-ae9e-5b3a6858aa19,2,360
,phon,サトミマガエ,6e71b08d-fae8-561b-a61b-1689edd241ec,Satomimagae,20f6608f-5ea7-4103-ba86-d756cdb2b830,8,305
,phon,gonｖut,831b8a73-194a-5a8c-967d-3860bd635d30,gonvut,7c04ee20-a0a6-5349-84eb-5da1fff9261a,1,4
,phon,Бст,ebdee07b-992c-5977-8e28-e6063491678f,BST,01f64621-fb91-42ea-b56e-24bb09b2adab,10,32
,phon,Ｒｙｕ☆,375bb0fd-e2fb-5d83-8ea0-509800288361,Ryu☆,1691c4a6-30c0-45f5-a438-281440aded59,5,875
,phon,ＦＵＮＫＩ ＦＬＡＶＡ,e10db30c-66ac-5644-bc77-a298e1f7eede,funki flava,24c5c1fd-2a26-5f16-8c89-826138e21ef1,5,41
,phon,𝕋𝔼𝔸,7dfc2a5c-2cea-562e-886b-3a3b3f259653,Tea,588be291-4563-46d0-8350-4ba8bf47601a,1,405
,phon,まいまい,b8849f00-de48-48e5-b402-b86c6e231fd6,MaiMai,30e7ca07-41ad-5e9c-b931-7fea07aba117,2,23
,phon,Рок,d18078c3-0dae-5035-99f4-97d21793db2b,Rok,01944711-8212-46cb-bc03-7a20042b2e13,32,243
,phon,Преслава,5ab14511-19c9-4167-a3ce-e71b2b2c9b57,Preslava,b6f0c1ba-8627-525b-aa3f-7c6d428235c4,3088,3465
,phon,데미안,ba6a0bac-c72b-52aa-9b4e-7fbe56665fc8,Demian,87c26a7b-666e-4c6d-ba2c-0554e4beead7,48,246
,phon,Ингрид,65f902b3-ed94-52fd-ab6d-6a17abc9f6ff,Ingrid,83c14385-c00c-49ad-b16c-e5ce73a40a8d,1,239
,phon,ｍｉｋｕｒｕ３９６,0f9aa6df-7291-56b6-8d1b-26e3ebc9863f,mikuru396,65b4c337-1669-41c4-983d-feff64803604,9,1347
,phon,붐,f1df5cfc-71cb-4858-a824-f08cb3649b31,Bum,5cb095db-eb43-4b26-9716-61fcdaf82f8a,75,1004
,phon,ＫＹＯＴＯ　ＪＡＺＺ　ＭＡＳＳＩＶＥ,b6b22ddc-a7ec-587b-98a2-6a6635a5f978,Kyoto Jazz Massive,26824a9b-fb6c-4b77-8cef-bf90177ac22c,2,529
,phon,Νίκος Αλιάγας,f809ba0e-92d0-5625-bf96-011b4ebdaba4,Nikos Aliagas,1d3a27e7-cc85-5a3c-8660-a9c2b2835168,19,21
,phon,Маtya,1ee9b287-0809-5eaa-8784-2dd66a8213b7,matya,4358e549-93ab-595e-bb64-2298ef820744,8,451
,phon,トクメイキボウ,8e70c9c1-3a6c-411f-a92a-6466a5ec3ccd,tokumeikibou,3d06ac91-7cd5-5428-b3e6-d9d3c2af19d2,4,21
,phon,호아,6b05c46c-ede1-4be4-9c40-2a6ea319ff87,Hoa,4dd9c514-6807-5049-8232-8f0543a69282,62,141
,phon,インナ,08b60bac-e34b-5a0b-9ee4-495a76a36f8d,Inna,99efca32-eea1-45fb-92cb-8798976a9769,63,2125
,phon,やや,34da5db6-ecab-4255-8d6e-3b6308ecb678,YAYA,fc34a779-5c84-4ffc-b2b0-714623a575fc,76,279
,phon,梁龍,e07751ad-f342-5b7c-bfa5-acad6652243d,Liang Long,143dcd82-00e0-52e8-a463-4c6d049c6a45,9,194
,phon,차울,b72b3b7e-65c2-59c4-bebb-93df7980f3d6,Caul,f29767dd-7dca-4590-9a5d-90614106a063,36,2021
,phon,ロザリオ,381f5207-555a-50a8-bb5e-c942591567b4,Rozario,ec8ef22e-b6cf-4e5e-ad0c-5545b2027d18,224,283
,phon,ミュウ,f876eadc-ef6d-5efd-a66a-644907df1c67,Miyuu,86fa2c90-e109-4272-ad61-c47a4c2b525d,20,638
,phon,Στέλλα Γεωργιάδου,c3e419f7-8d7d-4bf6-9976-a2b86594239e,Stella Georgiadou,2d6b868a-b39c-530c-b525-d1b7c767e3f8,216,355
,phon,ＣＥＴＴＩ,17ff8401-16fe-59fd-a48e-2a406b3e3de0,Cetti,e51991e6-db76-40f2-a332-dfc204bd6e25,2,39
,phon,ＭＥＲＲＯＷ,b1b0a938-e2eb-55af-8839-3932e5f75536,Merrow,332c15fd-cd33-41de-afae-16e5ad595c77,302,335
,phon,조세,389674a8-e2f6-53bf-a438-10d81c5da778,José,40394b76-40bc-4cc5-96d7-4ab42687d422,41,476
,phon,Денис Павлов,71fbf9fb-fa28-592a-b16a-640226ae121d,Denis Pavlov,7f187c4a-07c0-41dd-b139-4fe3b53afb3e,10,53
,phon,アニソン,b780e19a-5536-5b6b-a7b0-4a7ce1ee8b3d,Anison,eb15c642-43fc-43bd-af79-76c3b697ad67,33,324
,phon,ｓａｓａｋｕｒｅ．ＵＫ,3bc9d1c4-ce1a-52dd-9745-8eaa99528cee,sasakure.UK,a2c9ccdc-bf05-4ffb-8201-57f81322852e,6,2946
,phon,Спартак,87e5f249-183f-5907-a17b-fff49b57c881,Spartak,9978330c-050e-42f3-ab6a-1ffb411e6b4a,9,623
,phon,アンパンマン,269b7a07-6e64-4da2-8bfa-2bda4d5b2a77,anpanman,d4c2a70d-6c30-5ea5-9f62-57697ce19431,87,321
,phon,Лара  Фабиан,fe3e784f-1ed1-5916-9e06-08282439b287,Lara Fabian,7a1daf7f-b972-4808-bc03-2e1e3a79dce0,1,1059
,phon,Рубикон,3fd14308-f489-5934-92fb-fd10e0d1d168,Rubikon,2c1db193-fc8b-431f-b745-86cbef1fa9c6,113,198
,phon,fash1r𖤐,1d8f966f-b54b-5706-9e6d-3a0d3e82080e,fash1r,bc4e2687-910c-5a21-8354-1fa121eed1f2,1,11
,phon,Комиссар,f3d77c2b-c996-4545-ab05-d915373f578a,Komissar,9c28818b-600d-57cb-ad09-387a254a9f3f,895,947
,phon,Ｒａｙ,1a098443-0576-538d-9e31-3e2251bd6e96,Ray,f3cbb087-fbc6-449f-9473-366ac021c64f,142,742
,phon,𓈜𖤐⛈𔗢𓉢𝕾𝖎𝖌𝖋𝖗𝖎𝖉𓉢𔗢⛈𖤐𓈜,0b3e9b8e-12e2-5604-8527-bc5c8df461f9,sigfrid,ca9af5c0-82a5-5684-81ea-c808fa761f38,1,182
,phon,Том Чаплин,de91fa55-21c4-5d08-b4e8-f5aca7a956f1,Tom Chaplin,f68af171-56ab-49cb-a8c2-977738f1860e,4,275
